text_res_unit_nbr,Count
20308,1
2031,2
2032,5
20327,1
2033,3
2034,2
2035,1
2036,4
2037,2
2038,4
2039,1
203A,7
203B,8
203F,1
203R,1
204,1499
204 A,1
2040,4
2041,1
2043,1
2044,2
2045,2
2046,1
2047,1
2048,3
2049,2
204A,10
204B,9
204C,2
204E,1
204F,2
204N,3
204W,1
205,1037
2050,2
2051,1
2052,1
2054,1
205A,12
205B,4
205F,1
205N,1
206,1124
206/4,1
2060,2
2063,1
2067,1
206A,11
206B,5
206D,1
206N,1
206S,1
207,923
207-A,2
207-B,1
207 WGSP,1
207A,4
207B,11
207C,1
207D,2
207W,1
208,856
208-D,1
208 B,1
2081,1
2085,1
208A,8
208B,10
208C,1
208D,1
208N,1
208R,2
208S,1
209,552
209-2,1
209-A,1
2095,1
209A,5
209B,10
209C,1
209S,1
20A,11
20B,18
20C,5
20D,4
20E,7
20F,2
20G,4
20H,2
21,499
21-101,1
21-102,1
21-103,1
21-104,2
21-105,1
21-106,2
21-12,1
21-202,2
21-204,3
21-205,1
21-206,1
21-301,2
21-6C,1
210,637
2100,21
2101,93
2101-1,1
2101-2,1
2101-3,2
2102,92
2103,90
2104,90
2105,75
2105-1,1
2105-2,2
2105-3,2
2106,85
2107,62
2108,73
2109,44
210A,6
210B,3
210C,1
210S,1
211,637
211-1,1
211 D,1
2110,44
21101,5
21102,10
21103,10
21104,5
21105,5
21106,6
21107,6
21108,4
21109,1
2111,40
2111-2,2
21110,3
21111,2
21113,2
21115,1
21117,1
21119,2
2112,35
21121,1
21122,1
21123,1
21124,1
21125,1
21127,1
2113,21
2114,28
2114B,1
2115,19
2115-1,2
2115-2,2
2116,20
2117,12
2118,8
2119,9
211A,6
211B,4
211C,2
211D,2
211E,1
212,580
212 D,1
212 W,1
2120,9
21201,8
21202,9
21203,7
21204,5
21205,5
21206,4
21207,4
21208,2
21209,1
2121,12
21210,2
21211,2
21212,1
21213,1
21215,2
21217,2
21219,1
2122,14
21220,1
21221,2
21222,1
21223,1
21224,1
21225,1
21227,1
21228,2
2123,10
2124,9
2125,8
2126,9
2127,8
2128,8
2129,3
212A,1
212B,2
212I,1
212W,1
213,374
2130,3
21301,1
21302,1
21303,2
21304,1
21305,1
21306,2
21307,1
21309,1
2131,3
21310,2
21311,2
21312,1
21313,2
21314,1
21315,2
21316,1
21317,1
21319,2
2132,7
21320,1
21321,1
21323,2
21325,1
21326,2
21327,1
21328,1
2133,4
21330,1
2134,8
2135,4
2136,9
2137,4
2138,2
213A,1
213B,3
213C,2
213S,1
214,410
21401,2
21402,1
21403,1
21404,2
21405,2
21406,3
21407,1
21410,2
21411,1
21412,1
21414,1
21415,2
21416,1
21417,1
21419,1
2142,2
21420,1
21422,1
21423,2
21424,1
21427,1
21428,1
21430,2
2144,1
2146,1
2148,1
214A,1
214B,4
214C,2
214E,1
214F,1
214W,2
215,368
2150,3
21501,2
21502,2
21503,1
21504,2
21505,1
21507,2
21509,1
21510,1
21511,2
21512,1
21513,1
21514,1
21516,1
21517,1
21518,1
2152,1
21521,2
21522,1
21523,1
21524,1
21526,1
21527,1
21528,2
21530,1
2158,1
215A,2
215B,3
215C,1
216,328
216-B,1
2163,1
216A,2
216B,1
217,257
217A,2
217B,2
218,280
2188,1
219,209
219A,2
21A,5
21A12,1
21B,10
21C,14
21C3,1
21D,4
21E,3
21H,2
21J,1
21L,3
22,469
22-101,2
22-102,1
22-103,2
22-105,2
22-201,2
22-202,1
22-203,3
22-205,1
22-206,2
22-304,1
22-306,1
22 BLDG P,1
220,245
2200,14
2201,93
2202,85
2202B,1
2203,78
2203B,1
2204,72
2205,67
2206,59
2207,44
2208,46
2209,35
220A,1
220B,1
221,248
221-B,1
221 BLDG S,2
2210,26
22101,9
22102,6
22103,7
22104,9
22105,6
22106,5
22107,3
22108,4
22109,1
2211,26
22110,1
22115,2
22116,1
22117,2
22118,2
2212,33
22120,2
22121,1
2213,23
2214,26
2215,17
2216,12
2217,7
2218,6
2219,4
221B,1
222,230
2220,4
22201,5
22202,7
22203,3
22204,7
22205,7
22206,8
22207,1
22208,2
2221,14
22211,1
22212,1
22213,1
22214,1
22215,2
22216,1
22217,2
22218,2
2222,9
22220,2
22221,2
2223,6
2224,9
2224-10,1
2225,7
2226,8
2227,7
2228,6
2229,2
222A,1
222B,5
223,202
223-I,1
2230,1
22301,3
22302,2
22303,2
22304,2
22305,1
22306,1
22307,1
22308,2
2231,3
22312,2
22313,1
22315,1
22316,2
22317,2
22318,1
2232,4
22320,1
2233,5
2234,3
2235,7
2236,4
2237,3
224,230
22401,2
22402,1
22403,1
22404,2
22406,2
22407,1
22408,2
2241,2
22412,2
22413,2
22414,2
22415,2
22416,2
22417,2
22418,2
22420,2
22421,1
2245,1
2246,1
224A,3
224B,2
224C,1
224K,1
225,162
2250,1
22501,1
22502,2
22503,2
22505,2
22506,2
22508,2
22509,2
2251,1
22511,1
22512,1
22513,2
22515,3
22516,2
22517,2
22518,2
22520,2
22521,2
2253,1
2257,1
2258,1
2259,2
225A,3
225B,1
226,150
2262,1
2264,2
2266,1
226B,1
227,151
2274,1
2277,1
2278,1
2279,1
227B,3
228,152
2282,2
2283,1
2284,1
2287,1
2289,1
229,97
229-1,1
2293,2
2295,1
2297,1
229A,2
229B,1
22A,6
22B,7
22B4,2
22B9,1
22C,15
22D,1
22E,2
22F,1
22G,2
22H,3
22I,1
22J,1
23,431
23-101,1
23-102,1
23-103,1
23-104,1
23-105,2
23-106,1
23-107,1
23-202,3
23-203,2
23-205,1
23-206,2
23-302,1
23-304,1
23-305,4
23-308,1
23 C,1
230,133
230-208,1
230 A,1
2300,14
2301,66
2302,52
23022,1
2303,60
2304,61
2305,46
2306,43
2307,50
2308,36
2309,32
230W,1
231,120
2310,33
23101,5
23102,6
23103,2
23104,3
23105,6
23106,6
23107,1
23108,1
2311,37
23110,2
2312,27
2313,17
2314,11
2315,18
2316,10
2317,6
2318,7
2319,2
231A,1
231B,1
231D,1
232,120
2320,4
23201,3
23202,4
23203,1
23204,2
23205,2
23206,4
23207,3
2321,10
2322,9
2323,7
2324,4
2325,4
2326,4
2327,3
2328,5
2329,2
232A,2
232C,1
233,112
2330,1
23301,4
23303,1
23305,2
23307,1
2331,1
2332,7
2333,6
2334,1
2335,2
2336,3
2337,1
233A,1
234,106
234-A,1
2348,2
234B,1
235,85
2350,2
2358,1
235A,1
235B,1
236,88
23645,1
236B,1
237,103
237B,1
237J,1
238,87
239,78
239B,1
23A,2
23B,5
23C,14
23D,5
23E,4
23F,1
23H,1
23I,1
23K,3
23L,1
23M,1
23N,2
23S,1
24,401
24-101,1
24-102,1
24-103,2
24-104,1
24-105,1
24-106,1
24-201,3
24-202,2
24-203,2
24-204,2
24-205,1
24-206,2
24-207,2
24-208,1
24-302,1
24-303,2
24-305,1
24-306,1
240,90
2400,14
2401,46
2402,48
2403,58
2404,34
2405,32
2406,31
2407,33
2408,33
2409,26
240A,1
240C,1
241,73
2410,21
24101,3
24102,9
24103,5
24104,7
24105,5
24106,5
24107,1
24108,5
24109,2
2411,21
2412,19
2413,16
2414,13
2415,9
2416,9
2417,5
2418,9
2419,8
241A,2
241B,1
242,65
2420,2
24202,2
24203,4
24204,8
24205,2
24206,5
24208,2
24209,1
2421,6
2422,6
2423,6
2424,3
2425,4
2426,1
2427,2
2428,5
2429,2
243,58
2430,1
24302,1
24303,2
24305,2
24306,3
24307,1
2433,1
2435,2
2436,1
2437D,1
2438,1
2439,1
244,67
2440,1
2442,2
244B,2
245,42
245-A,1
2450,2
246,50
247,64
247A,1
247B,1
248,64
249,43
24A,3
24B,6
24C,7
24D,1
24E,1
24F,3
24G,1
24W,1
25,347
25-101,1
25-102,1
25-103,2
25-105,3
25-201,1
25-202,1
25-203,2
25-204,1
25-205,2
25-206,1
25-302,3
25-303,2
25-304,1
25-305,1
25-306,3
25-307,1
25-7,1
25-O,2
250,39
2500,10
2501,40
2501E,2
2501W,1
2502,37
2502E,1
2502W,1
2503,33
2503W,3
2504,23
2504E,1
2504W,1
2505,22
2505E,2
2505W,1
2506,21
2507,17
2507E,2
2507W,1
2508,25
2508E,1
2508W,2
2509,14
251,42
2510,10
25101,5
25102,5
25103,2
25104,5
25105,1
25106,4
25107,1
25108,2
2511,12
2512,22
2513,17
2514,12
2515,13
2516,9
2517,2
2518,4
2519,7
251A,1
252,37
2520,2
25201,7
25202,2
25203,2
25204,2
25205,5
25206,2
25207,1
2521,9
2522,7
2523,9
2524,7
2525,4
2526,6
2527,2
2528,4
252B,1
253,48
25305,1
2531,4
2532,2
2533,2
2534,1
2535,1
2536,2
2537,2
2538,5
253B,1
254,34
254A,1
255,47
2550,1
256,40
257,42
257A,1
257B,1
258,36
259,34
2593,1
2597,1
25A,13
25B,7
25C,2
25D,2
25E,3
25F,1
25G,4
25H,1
25J,1
25K,1
25L,1
25Q,2
25S,1
25T,1
25U,1
25V,2
25W,1
25X,1
26,294
26-101,1
26-102,1
26-104,3
26-105,1
26-106,2
26-203,1
26-206,1
26-301,1
26-302,1
26-303,1
26-304,3
26-306,1
26-8,1
260,34
2600,11
2601,40
26015,1
2601N,1
2602,33
2602S,1
2603,20
2603S,1
2604,21
2604 D,1
2604 S,1
2605,15
2606,21
2606N,1
2607,15
2607N,1
2607S,1
2608,19
2608N,1
2608S,1
2609,11
260B,1
261,36
2610,11
26101,4
26102,8
26103,11
26104,3
26105,3
26106,2
26107,3
26108,2
26109,1
2611,10
2612,21
26120,1
2613,8
2614,5
2615,6
2616,6
2617,1
2618,1
2619,2
262,40
2620,1
26201,5
26202,4
26203,3
26204,5
26205,6
26206,4
2621,1
2622,1
2623,1
2624,2
2625,1
2626,1
2627,2
2628,2
263,35
2633,2
2634,1
264,39
265,43
265Q,1
266,28
2662,1
267,35
267B,1
268,27
269,19
269A,1
26A,13
26B,4
26C,1
26D,2
26E,2
26F,3
26H,2
26N,1
27,279
27-101,1
27-102,1
27-104,3
27-105,2
27-106,1
27-201,3
27-202,2
27-203,3
27-206,2
27-301,2
27-302,2
27-304,1
27-306,1
270,23
2700,8
2701,27
2701E,2
2701W,1
2702,23
2702E,1
2703,25
2703W,1
2704,14
2704E,1
2704W,1
2705,16
2705E,2
2706,21
2706E,1
2706W,1
2707,16
2707E,1
2707W,2
2708,17
2708W,1
2709,8
271,27
2710,19
27101,8
27102,7
27103,1
27104,5
27105,3
27106,7
27108,1
27109,2
2711,11
2711APT20,1
2712,7
2713,6
2714,8
2715,10
2716,4
2717,4
2718,4
2719,3
272,25
2720,3
27201,2
27202,1
27203,1
27204,3
27205,1
27206,1
2721,7
2722,6
2723,4
2724,2
2725,2
2726,3
2727,2
2728,2
273,22
27302,1
27304,2
27306,1
2731,1
2732,2
2734,2
2735,3
2736,2
2737,1
2738,2
274,21
275,13
2750,2
2751,1
276,17
277,16
278,20
279,18
27A,15
27B,4
27E,1
27F,2
27H,1
27N,1
27W,1
28,258
28-101,2
28-102,1
28-103,1
28-104,4
28-106,1
28-201,1
28-203,1
28-204,1
28-205,2
28-206,3
28-301,1
28-302,2
28-303,1
28-304,3
28-305,1
28-306,3
280,13
2800,9
2801,25
2802,24
2803,25
2804,20
2805,22
2806,14
2807,18
2808,6
2809,4
281,14
2810,8
28101,3
28102,4
28103,2
28104,3
28105,3
28106,6
28107,1
28108,4
28109,1
2811,11
28110,1
2812,12
2813,5
2814,12
2815,7
2816,7
2817,3
2818,4
2819,2
282,22
2820,2
28201,6
28202,3
28203,3
28204,4
28205,2
28206,3
28208,1
28209,2
2821,5
2822,8
2823,5
2824,5
2825,3
2826,1
2827,2
2828,5
282B,1
283,23
28305,1
284,14
285,15
2850,2
286,26
287,14
288,20
289,29
28A,12
28B,1
28C,1
28E,2
28F,3
28G,1
29,243
29-101,2
29-102,2
29-103,2
29-104,1
29-105,1
29-106,1
29-201,5
29-202,2
29-203,1
29-204,1
29-205,1
29-206,1
29-302,2
29-303,1
29-304,1
29-305,1
29-306,2
290,15
2900,13
2900-202,1
2901,17
2902,18
2903,20
2904,14
2905,13
2906,19
2907,12
2908,14
2909,7
291,18
2910,10
29101,4
29102,3
29103,3
29104,5
29105,5
29106,3
29107,3
29108,1
29109,1
2911,8
2912,10
2913,6
2914,8
2915,4
2916,9
2917,1
2918,6
2919,3
292,13
2920,4
29201,4
29202,1
29203,7
29204,3
29205,3
29206,5
29207,1
29208,2
29209,1
2921,2
2922,6
2923,3
2924,1
2926,3
2927,2
2928,1
293,14
29301,2
29304,2
29305,2
29306,3
29308,1
294,18
295,13
2950,1
295A,1
296,13
297,13
2970,1
298,20
299,15
29A,2
29B,5
29C,1
2A,257
2A1,2
2A2,1
2A3,1
2A5,3
2A6,2
2B,230
2B2,1
2B3,1
2B3A,1
2B4,2
2B5,2
2B6,1
2B7,3
2B8,3
2C,86
2C1,2
2C2,1
2C3,3
2C4,1
2C5,1
2D,53
2DE,12
2DN,4
2DS,8
2DW,8
2E,74
2F,39
2FE,1
2G,54
2H,13
2H2,7
2I,2
2J,9
2JE,4
2JW,6
2K,9
2M,3
2N,6
2ND FLOOR,1
2O,1
2P,3
2Q,1
2R,1
2S,2
2W,14
2Y,1
3,4488
3-02,1
3-03,1
3-08,1
3-09,1
3-1,2
3-101,1
3-102,1
3-103,2
3-106,3
3-107,1
3-11,1
3-14,2
3-201,1
3-203,2
3-204,2
3-205,2
3-206,3
3-3,1
3-301,1
3-302,2
3-303,1
3-304,1
3-305,2
3-327A,1
3-3310,1
3-35,1
3-A,3
3-B,2
3-C,1
3-D,1
3-E,2
3-I,1
3-W,1
3 A,1
3 WEST,1
3/410/A,1
30,272
30-101,2
30-102,2
30-103,2
30-104,3
30-105,1
30-106,1
30-201,1
30-204,2
30-205,2
30-206,2
30-303,1
30-305,1
30-306,1
300,161
3000,11
3001,24
3002,19
3003,17
3004,13
3005,19
3006,14
3007,8
3008,10
3009,10
300A,7
300B,5
301,1035
3010,11
30101,7
30102,1
30103,11
30104,4
30105,2
30106,5
30108,2
30109,1
3011,11
30111,1
3012,8
3013,5
3014,7
3015,6
3016,4
3017,5
3018,6
3019,1
301A,14
301B,8
301C,1
302,986
302`,1
3020,4
30201,4
30202,6
30203,4
30204,4
30205,2
30206,4
30207,4
30208,1
3021,3
3022,4
3023,3
3025,3
3026,1
3029,2
302A,8
302B,3
302C,1
302D,1
302E,1
302R,2
303,917
303-A,1
30302,1
30304,1
3032,2
3033,1
3034,1
3035,3
3036,1
3037,1
3038,1
3039,1
303A,7
303B,3
303C,1
303D,3
304,899
304-A,1
304 B,1
3040,2
3041,1
3042,1
3045,1
3046,1
3047,1
3049,1
304A,3
304B,9
304C,3
304S,1
305,726
305-1,1
305 E,1
305 LEWIS,1
3050,1
3053,1
3054,1
3055,2
305A,5
305B,4
305C,1
305D,1
306,665
306-2,1
306-B,1
3060D,1
306A,6
306B,7
306D,1
306P,1
307,629
307-W,1
307 E,1
307310,1
307A,5
307B,3
307C,1
307D,1
307F,1
307S,2
308,543
3085,1
308B,5
308C,2
308D,2
308F,1
308N,1
308S,1
309,385
309A,3
309B,1
309C,1
309D,1
30A,4
30B,7
30C,4
30E,1
30W,1
31,321
31-101,1
31-102,1
31-103,2
31-104,1
31-201,2
31-204,2
31-205,1
31-301,1
31-302,1
31-304,1
31-306,1
31-B,2
310,367
3100,10
3101,51
3102,58
3103,53
3104,52
3105,43
3106,55
3106-B,1
3107,32
3108,44
3109,35
310A,3
310B,6
310D,1
311,423
311-1,1
311-3B,1
311 A,1
3110,31
31101,8
31102,3
31103,2
31104,1
31105,4
31106,2
31107,1
31108,3
31109,1
3111,21
31110,1
3112,23
3113,10
3114,16
3115,14
3116,12
3117,8
3118,7
3119,7
311A,1
311B,3
311C,2
311E,2
312,407
312 1/2,1
3120,10
31201,3
31202,2
31203,1
31204,3
31205,2
31206,3
3121,4
3122,5
3123,5
3124,5
3125,1
3126,2
3127,3
3128,4
3129,3
312B,2
312D,1
313,328
3130,1
3131,5
3132,3
3133,2
3134,4
3135,2
3137,1
3139,2
313A,1
313B,4
313D,1
314,315
314 A,1
3141,1
3142,1
3145,2
3148,2
314A,2
314B,3
314D,1
314E,1
315,273
3150,2
3151,1
3155,1
3156,1
315A,2
315B,3
316,225
316 B,1
3161,1
316B,2
317,210
317-A,1
317-C2,1
317A,1
317B,1
318,194
318-2,1
3185,1
318A,3
319,160
319A,3
319D,1
31A,3
31B,13
32,327
32-101,2
32-103,2
32-106,2
32-201,2
32-206,1
32-301,1
32-303,1
32-304,1
32-306,2
320,156
3200,3
3201,46
3202,39
3203,42
3204,26
3205,38
3206,45
3207,26
3208,35
3209,22
320A,2
321,198
3210,33
32101,2
32102,2
32103,6
32104,3
32105,2
32106,1
32108,1
3211,27
3212,22
3213,9
3214,13
3215,11
3215-101,1
3216,7
3217,7
3218,14
3219,4
321A,1
321D,1
321S,1
322,165
3220,7
32201,2
32202,2
32203,5
32204,2
32205,2
32206,4
3221,3
3222,9
3223,7
3224,5
3225,2
3226,2
3227,5
3228,1
3229,2
322A,1
323,182
323-B1,1
3230,2
3231,3
3232,7
3234,6
3235,2
3236,3
3238,2
323W,2
324,172
3241,2
3242,2
3245,1
3246,1
3247,1
324A,1
324B,2
324D,1
325,130
3250,1
3251,2
3252,1
3253,1
3255,1
3257,2
3259,2
325A,2
325B,2
325P,1
326,121
326-1,1
3265,2
3266,1
326A,1
326B,2
327,122
3271,1
3272,2
3278,1
3279,3
327B,1
328,93
3282,1
3283,1
3287,1
3289,1
328B,2
329,84
3295,1
3299,2
32A,5
32B,5
32C,2
33,257
330,64
3300,5
3301,37
3302,43
3303,46
3304,27
3305,32
3306,33
3307,29
3308,38
3309,26
330B,1
330C,1
331,94
3310,17
33101,4
33102,2
33103,1
33104,3
33105,4
33106,3
33107,1
33109,1
3311,15
33110,1
33111,3
33114,1
3312,19
3313,5
3314,10
3314A,1
3315,9
3316,13
3317,10
3318,11
3319,3
331A,1
331B,3
332,92
3320,5
33201,2
33202,1
33203,1
33204,1
33205,1
3321,3
3322,4
3323,2
3324,4
3325,5
3326,1
3327,4
3329,2
333,85
3331,4
3332,2
3334,1
3336,1
333A,2
333D,1
334,73
3340,3
3344,1
334C,1
335,83
3358,1
336,65
3360,1
336A,1
336B,1
337,73
3379,1
337B,1
338,75
339,44
33A,2
33B,5
33C,3
34,252
34-104,1
34-105,1
340,50
3400,10
3401,14
3402,23
3403,15
3404,24
3405,14
3406,21
3407,12
3408,19
3409,8
341,49
3410,17
34101,2
34102,1
34103,3
34104,2
34105,1
34107,2
34108,1
3411,10
34110,3
3412,6
3413,6
3414,3
3415,11
3416,8
3417,4
3418,2
3419,5
341A,1
342,50
3420,3
34201,2
34202,2
34203,1
34204,1
34205,2
34206,4
3421,3
3422,1
3423,4
3425,2
3427,1
342D117,1
343,36
3431,2
3434,1
343A,1
344,38
344 A,1
3440,1
344B,2
345,30
345B,2
346,35
346-E,1
347,31
347A,1
348,18
349,22
34A,2
34B,3
34C,11
34E,1
35,215
35-102,1
35-201,1
35-203,1
35-204,1
350,23
350-A,1
350-B,1
3500,5
3501,12
3502,10
3503,12
3504,5
3504 J,1
3504I,1
3505,8
3505J,1
3506,10
3507,6
3508,6
350C,1
351,20
351 OSWALD,1
3510,2
35101,1
35102,2
35103,3
35104,1
35105,1
35106,1
35107,3
35109,1
3511,6
35110,1
3512,3
3513,3
3516,1
3517,2
3518,1
351B,1
352,20
3520,3
35201,1
35202,2
35204,2
35205,1
35206,1
3521,1
3523,1
3525,4
3526,1
3527,2
3529,1
352B,1
353,20
3532,1
3533,1
3534,3
3535,1
3536,2
354,17
3540,1
3542,1
3544,1
354B,1
355,23
355N,1
356,19
356B,1
357,28
357A,2
357B,2
358,24
358A,1
359,23
35A,1
35B,3
35C,8
36,246
36-4,1
360,19
3600,2
3601,16
3602,9
3603,12
3604,9
3605,10
3606,2
3607,5
3608,8
361,17
3610,4
36101,5
36102,2
36103,5
36104,2
36105,1
36106,2
36107,2
36108,1
36109,1
3611,4
36110,2
3612,3
3613,2
3616,1
3619B,1
362,17
3620,1
36201,2
36203,4
36205,2
36206,2
3621,2
3622,1
3623,1
363,19
364,20
365,20
3656,1
3659,1
365A,1
366,18
3661,1
367,26
368,17
369,15
36A,4
36B,1
36C,3
37,187
37-104,1
370,11
3701,12
3702,8
3703,8
3704,8
3705,7
3706,4
3707,3
3708,2
3709,4
371,11
3710,2
37101,3
37102,4
37103,3
37104,2
37105,1
37106,2
37107,1
37108,3
37109,1
3711,2
37110,1
3712,2
3713,1
3714,1
3715,1
3716,1
3719,1
372,15
3720,1
37201,2
37203,3
37204,2
37205,3
3721,1
3722,1
373,14
3730,2
374,12
375,10
376,13
3764,1
377,12
378,9
379,6
37A,3
37B,3
37C,1
37D,2
37E,2
37H,1
38,185
380,10
3800,7
3801,10
3802,10
3803,15
3804,5
3805,3
3806,5
3807,12
3808,8
3809,2
380C,1
381,13
3810,2
38101,2
38102,3
38103,2
38104,2
38105,1
38106,1
38107,1
38108,1
38109,1
3811,2
38110,2
3812,3
3814,2
3816,1
382,12
38201,3
38202,2
38203,1
38204,1
38205,2
38206,1
3821,1
3822,1
383,5
3839,1
384,9
385,11
386,11
387,9
388,7
3880,1
389,5
38A,3
38B,3
38C,6
38D,1
39,181
39-103,1
39-106,1
39-202,1
39-58,1
390,7
3900,4
3901,5
3902,6
3903,6
3904,3
3905,3
3907,3
391,6
3910,1
39102,5
39103,2
39104,2
39105,3
39106,4
39109,1
3911,2
39110,2
3912,1
3913,2
3914,3
3915,2
3917,1
392,11
392-1A2,1
3920,1
39201,1
39203,3
39204,1
39205,1
39206,1
3922,1
3924,2
3925,1
393,10
39304,1
394,9
395,9
396,11
397,13
398,9
399,4
39A,1
39B,2
39C,1
39D,1
39F,1
39G,1
39H,1
39I,1
39J,1
3A,185
3A EAST,1
3A1,1
3A2,1
3A5,1
3A6,1
3B,148
3B7,1
3B8,2
3C,66
3D,30
3E,34
3F,17
3G,15
3GJ,2
3H,14
3I,5
3J,5
3K,7
3L,4
3M,2
3N,4
3O,1
3P,2
3Q,1
3R,3
3S,1
3T,1
3W,6
3Y,1
3Z,1
4,3916
4-04,2
4-05,1
4-06,3
4-09,1
4-10,2
4-101,4
4-102,1
4-106,2
4-11,1
4-12,1
4-201,3
4-202,2
4-203,2
4-204,1
4-207,2
4-3,1
4-302,1
4-308,1
4-416A,1
4-426B,1
4-8,1
4-9,1
4-A,3
4-B,3
4-E,1
4 - BB,1
4 APT 302,1
40,154
40-A,1
400,101
400-202,1
400-208,1
400 A,1
4000,5
4001,10
4002,7
4003,7
4004,7
4005,4
4006,4
4007,6
4008,8
4009,3
400B,1
400R,1
400W,1
401,376
4010,6
40101,6
40102,1
40103,5
40104,1
40105,2
40106,1
40109,1
4011,4
40110,1
4012,5
4013,2
4014,4
4015,3
4016,2
4017,7
4018,3
4019,1
401B,3
401C,1
401D,1
401W,1
402,377
402-A,1
4020,3
40201,1
40202,1
40203,1
40205,1
4021,4
4022,1
4024,3
4025,1
4029,1
402B,1
402C,1
403,345
403-1,1
403-B,1
4030,2
4032,1
403A,1
403D,2
404,345
404A,1
404B,1
405,333
405-A,1
4050,1
4051,1
405A,1
405C,1
405D,1
405W,1
406,313
406 A,1
406A,3
406B,1
406D,2
406E,1
406G,1
407,280
407A,2
407B,2
407E,1
408,266
408A,1
408B,1
408C,2
409,222
4095,1
409A,1
409B,1
40A,6
40B,4
40C,4
40D,4
40E,1
40F,1
40G,2
40H,1
40S,1
41,188
41-B,1
410,232
4100,7
4101,43
4102,54
4103,42
4104,31
4105,29
4106,38
4107,34
4108,20
4109,11
410A,1
410B,1
410D,1
411,243
4110,18
41101,3
41102,2
41104,1
41106,1
4111,12
4112,13
4113,9
4114,7
4115,2
4116,2
4117,2
4119,2
411B,1
411D,2
412,245
4120,1
41201,2
